"ID","Ring.necked.Dove","Black.Cuckoo","Red.chested.Cuckoo","Fiery.necked.Nightjar","Green.Wood.Hoopoe","Crested.Barbet","Cape.Batis","Olive.Bushshrike","Orange.breasted.Bushshrike","Bokmakierie","Black.backed.Puffback","Southern.Boubou","Black.headed.Oriole","Fork.tailed.Drongo","African.Paradise.Flycatcher","Sabota.Lark","Eastern.Clapper.Lark","Rufous.naped.Lark","Dark.capped.Bulbul","Sombre.Greenbul","Long.billed.Crombec","African.Reed.Warbler","Rattling.Cisticola","Levaillants.Cisticola","Tawny.flanked.Prinia","Karoo.Prinia","Bar.throated.Apalis","Green.backed.Camaroptera","Chestnut.vented.Warbler","Cape.White.eye","Karoo.Scrub.Robin","White.browed.Scrub.Robin","Cape.Robin.Chat","White.browed.Robin.Chat","Chorister.Robin.Chat","Southern.Double.collared.Sunbird","White.bellied.Sunbird","African.Pipit","African.Rock.Pipit","Cape.Bunting"
"0F0R5P",0.00359102526,0.002296566504,0.0004782921696,0.012932457514,0.05914184464,0.001391391942,0.00350532220814,0.02213157986,0.0018490154078,0.0026665919596,0.01104927376,0.0150146519,0.0349949678,0.159636014996,0.01911105277356,0.007376971048,0.030189074654,0.000786781352,0.001428852416,0.0003200628947,0.0001834867688,0.039746309636,0.006302767418,0.01487372546,0.000442795848,0.0014271228582,0.0002773999268,0.410188896,0.002796630284,0.02108956598,0.0054383762276,0.000554346158,0.0509226808,0.0114317503874,0.00988099242,0.0054985036288,0.012102911501,0.009966811948,0.0005592615036,0.006423878148
"0F7P79",0.999905618,8.21742192e-08,2.466992492e-07,2.3806356902e-06,4.2944138908e-06,7.7235708446e-05,1.804404086e-08,1.2958458384e-06,1.3955143398e-07,2.21186782121e-08,5.2635340214e-06,2.357122296e-07,1.3199310114e-08,2.656057014e-09,6.3401902498e-08,9.95480472e-10,8.91499028e-10,5.2776842006e-08,3.669718648e-09,2.216101178e-09,1.283789331e-06,7.71607254e-11,1.658191844e-08,3.747671966e-08,1.52418986784e-07,9.5403106298e-07,1.5373631677e-07,7.571259984e-08,6.35618158e-10,8.64744083e-09,2.3525766016e-07,3.7528968488e-09,3.737974822e-09,7.980888168e-09,1.30254225168e-08,1.765327416e-09,8.56095517e-09,2.5533264854e-08,2.603921488e-09,8.17308894e-09
"0GFISU",0.999458528,5.176729722e-06,1.2010664594e-06,3.52062363e-06,5.7743715912e-05,0.000349472511636,1.4788767356e-05,6.252104904e-06,2.2772334518e-07,1.204755414e-06,1.0608713144e-05,9.655991992e-07,2.0040336474e-06,1.5989491174e-08,1.557432892e-08,4.51384691576e-07,4.9595705092e-07,4.995404521e-07,5.588398684e-07,7.514478224e-07,4.906501373954e-05,2.6563516622e-09,1.69422693448e-06,9.38924438e-07,2.002753574824e-06,1.5143490152e-05,4.55089395152e-06,6.567600339e-07,3.838449693e-09,1.06468829128e-07,5.7894594042e-06,6.78167375314e-08,4.96193766388e-08,1.00566176268e-06,2.99454115144e-06,2.6291818034e-07,1.98658585e-07,5.4684252488e-07,1.325805836e-08,4.6448183234e-07
"0KBFO1",3.394792656e-07,4.502872431162e-06,3.7732881214e-06,1.90904191498e-06,5.970555946e-07,4.341467818e-07,3.99992403564e-06,2.6200856492e-05,4.581437266488e-06,4.727182155e-06,0.0009813552234,1.472609542594e-06,4.90658838026e-06,2.0966414084e-06,5.635242353e-06,6.41635391442e-06,9.8763271716e-08,8.266261474e-07,3.0560851494e-05,2.60336935352e-06,5.2538889037426e-07,0.00010995760917064,1.1510624234e-05,0.000760596736228,0.013419980734628,0.00793713227734,0.0001326347274,0.976421242,1.352223918e-05,5.5423306884e-08,2.62367347748e-05,9.06701648902e-07,1.648650961288e-07,4.27983181876e-06,5.996489363248e-06,2.3839629944e-05,1.7146577972e-07,2.92282378702e-05,3.8893776994e-07,1.460569936e-05
"0MRJFE",2.651575538e-05,0.000643666558374,2.6759264058e-06,0.0002883677938,3.5042275508e-05,9.088409548e-06,0.000103335832672,4.534233278e-06,3.228804604168e-05,0.000862844831729,0.00014166567262,4.472743512e-05,0.0001243939357,0.00717893996524,6.40434718148e-05,0.0001492833183,0.00292007061572,0.002839556876008,0.0050322859684,0.000776191143566,3.5217771316e-05,5.927471498e-05,8.67988730626e-05,0.000733119366,5.1179805585e-06,1.35039326334e-06,5.095744164e-06,7.4227833798e-05,0.001093317433694,0.00011932535991,1.310044986e-05,0.000325890824088,0.0008995994638,0.00015494372964,0.0001430174467652,7.2969796774e-05,5.176188734e-06,3.54876273092e-05,0.974519624,0.00033783006134
"0OGRDO",1.432922472022e-07,2.151585576666e-06,2.8476879738194e-07,2.76713160846e-06,1.5359790057631e-05,2.592630565054e-06,1.74085689145619e-05,0.000481043288374,5.2697761454404e-05,4.53112635862e-06,4.6605510346e-05,0.00011523791125138,5.723035649048e-08,1.2814287737382e-05,1.810708210552e-05,1.31273661896139e-05,6.0551633903003e-07,9.37100907678e-07,3.3157824714e-05,7.2634264691e-07,1.36491486002497e-05,0.00061407106530428,0.000196585593386776,6.69092451598e-05,0.0040085533792,3.956304163526e-05,0.0004847943260492,0.993610054,6.121607618212e-05,1.24665868438656e-07,1.842724163933e-06,1.2446238964032e-05,3.3244679563e-07,7.1012677248e-07,1.3882478037248e-06,9.664971810124e-06,1.9443008316624e-06,2.95470912310757e-05,2.517562990532e-07,2.599114043728e-05
"0OJ5GD",0.000444839249,0.000470546472,0.003524927154,0.003231781458,0.001160950176,0.000160403266,0.2850753796,0.00044158728,0.0001006720674,0.01343315472,0.000288067116,0.0003916502876,0.005841523946,0.0471191591,0.012399627384,0.001336710202,0.0018015484926,0.0001625190384,0.2074035151,0.00619368956434,0.008352172692,0.00197216465,0.003331796764,0.01943954832,5.773911832e-05,0.000256807543,0.01475803136,0.0004388589814,0.040792427088,0.004888052308,0.0006393990142,0.063011241372,0.1692906686,0.005412564896,0.0565037396,0.000606428186,0.000936069316,0.00050110827,0.015869246726,0.00195969865
"0PQJMX",0.00016005290109,0.0025952800024,0.002950525552,0.00242647691812,0.000776915159,0.0002456703088,0.035055811628,0.1124536208,0.011164076688,0.2571787474,0.0005355355506,0.005407876988,0.0008024216042,0.0140878424132,0.00878104286,0.00043200594052,0.000426107496,8.27937182e-05,0.012546505852,0.004289370216,0.000700102941,0.01087218471,0.0017168976614,0.000291359984196,0.000757802008,0.052428952966,0.044599752,0.006392899036,0.3670433784,4.5537744e-05,0.00018901715036,0.00848374082,0.000938178434,0.009684177148,0.0119934007342,0.002413445446,0.0004346303012,0.0001359818912,0.007420986862,0.001058856604
"0TMRCG",0.0001808252534,1.961922242e-05,5.12493956e-05,4.62622537e-05,0.00047504689522,0.00020906346526,9.37501677e-05,5.07627401e-05,7.548385444e-05,0.0007657145964,0.09964638586,7.33803345e-05,0.000296276642966,0.00075128038676,0.0028897702764,0.026654040828,0.0002881014314,0.0008339854046,0.00295944954,0.0319996749,0.206418509886,7.56665874e-05,0.05588920198,0.472986486,0.0001329709754,0.000919201046,0.0005160833368,0.000228516064522,0.0009237649346,0.0053993910446,0.02551487418,0.0017333071788,0.00924298092,5.5809633606e-05,4.5648035704e-05,0.001464009525,0.03435392108,0.008302110948,0.0061782924108,0.0012591387564
"0V4W7T",0.000101743233595,0.00012772942608,0.00010919292208,2.197046416e-05,0.00036349118944,9.46804683e-05,9.5213796512e-05,0.0021125494028,0.0002012155502,0.03112401628,4.276047066e-05,0.000283153552,8.01105519e-05,0.00300890005,0.00223868009,0.3801162612,0.00014730437554,0.018160321291,0.00022182277418,2.8390530614e-05,0.0012327496727,0.0017529345312,0.002043097218,8.676185844e-06,0.000173759689748,0.00031107138394,0.0017115711256,3.80974358e-05,0.541074144,8.57290158e-05,0.00167274005,0.002659936550874,0.0028786675,0.0019559451601,0.0002273450654,0.00113686293894,0.00116635459322,0.0001866637322,0.000662516367254,0.00034168960408
"0VCD6A",0.001240051805,0.00331935123,7.19977052e-05,0.001193474718,0.01864193362,0.006078963312,0.01672209516,0.002783646188,0.007242912976,0.0013880908698,0.051377774,0.0005938195588,0.00121062361,0.06311549,0.4272510796,0.011673854086,0.002562787906,0.001420980556,0.002204393592,0.0577756574,0.0377083032,0.000554981978,0.0105565523988,0.0260881492,0.0076428014,0.001634115276,0.000974634012,0.0505659986,0.0016669654208,0.01559476036,0.04297056918,0.0004391881648,0.0028869227538,0.000485019576,0.0001633603098,0.000621237888,0.0134943427,0.0970910856,0.00692502111,0.0040669944
"0XDTVX",0.0002288131444,9.457519964e-05,5.1107030768e-05,9.1070897944e-05,3.494144812e-05,5.880895236e-05,1.7197260366e-05,1.74735946e-05,7.4527855526e-05,5.038278674e-05,0.0003034696578,2.836715228e-05,5.6734946206e-06,0.0001921452769,0.00035182072166,0.69962296,0.00017904652294,0.0107486537192,0.00026792699336,0.000528131182,0.00185724583,0.00011411364568,0.010293263311,0.007617295317,0.00350225327586,0.000480898750728,0.0001668153471,5.421221544e-05,0.01071743554,0.0002074788266,0.002974530954,0.001511738614,7.40937304e-05,3.2561225244e-05,4.08341622e-06,0.0910467414646,0.1538890638,0.0003991364142,0.000329280938,0.0017806882234
"11BJE2",0.00103403403806185,0.0002428518132232,1.01363967e-05,3.6429412302e-06,0.000772017845686,1.28217121518e-05,4.0018096714e-06,0.0007176284982,0.00082706272049,0.001289239739656,5.21920562e-06,0.127938948934,0.0005005156992,0.000320891546108,4.040598276e-05,7.4779719118334e-05,0.0010489974223022,0.0009528967901186,6.21421604452e-06,6.091800771e-07,3.76492269032e-07,5.603813532488e-05,4.25713346283034e-05,3.3327200001e-07,0.00011137172951,1.05672352026e-05,3.39525175006e-06,0.86304254,0.0002204366832321,3.2007116258e-07,4.1996774776e-06,3.51057899178e-05,7.72342894104e-05,0.000248382401534,6.1898582066e-05,4.9049997395e-05,2.4965051314e-05,2.6454645682e-05,5.4437515988e-06,0.0001764036197876
"11BKYQ",4.004889962e-07,5.3409275772e-06,1.60851540448e-06,2.5822246886e-06,7.0316960203e-06,6.206315706e-06,0.000394470133366,8.1238322635e-06,6.36078289448e-06,0.0004189700977026,2.40185587365e-05,1.2080783706e-06,8.7836159786e-06,0.0001109848007866,3.2875427877e-05,0.00392976115052,0.001202773383166,1.08787818496e-05,0.000543075379346,0.968690948,0.0002582598369,4.51001788804e-05,0.0012768120876729,0.0085021835920988,2.4280032848e-06,1.1727036605206e-05,5.1783548388752e-05,0.0002115561838141,0.00654256893708,0.0001341589557,0.0003919414505064,0.0002441815706452,0.0003920861401552,2.83272731304e-06,3.521736107624e-05,2.8505184194e-05,0.00014414071758,0.0002993499963374,0.0037684573083,0.002250334567
"13DC60",3.7346008462e-06,6.5928968302e-06,9.9261657166e-06,5.2556960844e-06,1.6803385078e-06,1.289674864e-06,7.24137858e-05,1.5298100946e-06,2.75043471e-06,1.1883303062e-05,0.00036989605586,6.84842689e-06,8.416046384e-07,2.067602046e-07,6.19637845424e-05,1.3570575634e-05,1.1969191664e-05,5.084044784e-06,2.589021026e-05,2.0007337281e-05,2.8389470054e-05,0.00031210831054,2.529801652e-05,7.456605398e-05,0.0532434029,0.941704782,0.001621223125,0.0002473058316,3.046375139e-06,6.131046944e-07,1.3919564564e-05,3.6472895164e-06,4.59831676e-07,1.81315869712e-05,1.55167578679e-05,0.0019576252366,1.1226001746e-05,2.54380857368e-05,2.2225696603e-05,3.7714839726e-05
"13MV6A",0.000701689494884,0.00018291427754,1.348686574e-05,0.000203165544278,0.00081720314774,0.002070643517492,0.00387198719328,0.174068507,0.000670168547762,0.01022386644,0.00014716850576,0.0012599305406,0.00019098341338,4.023844528e-05,0.001196667159,4.08557848516e-06,3.7227584671e-05,4.7626955796e-06,0.00023099111306,2.1249528036e-05,0.0001583784440802,0.000366436594,4.56028833516e-05,0.0003164420792,0.000485537005212,0.03158833032216,0.5079512008,0.2411920172,0.01765526844,4.2554493877e-06,3.7739700824e-05,9.34675729368e-05,5.3232986588e-05,0.00316815245772,5.99527727e-05,2.9927598018e-05,2.149063810668e-05,0.0001272361206272,1.1075888398e-05,0.000677291298
"18IQCE",0.0018876087806,0.0143288608801,0.0116248103,0.01739062116,0.10155304462,0.001309382228,0.0437919258984,0.05237793471,0.0393234319,0.006408146768,0.02589558536,0.0084275289036,0.012953163856,0.10206794272,0.020663043852,2.0253035923e-05,8.352070354e-05,0.00012111206446,0.393552064,0.00040080276,0.0032266339432,0.00043769373114,0.00222638544,0.001414994526,0.0293748853,0.002028696502,0.002547082556,0.076097808,9.466809312e-05,0.0003335121659808,8.3107174e-06,0.0006395720829,0.0004912909418,0.0138374196,0.0122478508,0.0005237563788,0.00011975418972,7.44769958e-05,5.616255116e-05,3.827358144e-05
"1BG4D0",0.0001774528748,0.000783402952,5.34437522e-05,5.96033542e-05,0.002299853615,0.00013786722,0.0004287761606,0.0002464198,0.00033629029706,0.0014693097292,0.255613163,0.00080866646,0.0021101690974,0.0028172048354,0.02176410208,0.00140713152,0.0001285113822,0.0001081090432,0.003198816266,0.0949368783,0.0471588704,0.0011950787164,0.073248296442,0.17287383206,0.0429509304,0.003745476368,0.006462052314,0.012745647092,0.00018501253904,0.0036776399332,0.01703056103,8.0581702296e-05,0.00368819754,0.001293710298,0.0005095266761,0.1016825602,0.1107868017,0.003573489688,0.0005219793324,0.007704586308
"1BL9OX",3.18762901902e-05,0.0002757241151,1.5456846346e-05,0.0001479222612,0.00063543949704,0.0002329248041,0.0051760785984,0.00168930944708,0.000368679844016,0.0146113072344,0.0014173666796002,0.00035460387844,0.0002981794515734,0.0122547790260504,0.00142367857022,0.021283428899077,0.00213381722784,0.00013711036866606,0.00747185611087,0.792371556,0.00077378598396,0.0009915213536744,0.0313948501463917,0.0019004563115152,0.000583474681832,0.000140887735887,0.000512796729088,0.00971789487124,0.04609331822196,9.2604327922e-05,0.00175740580050554,0.00069856654521,0.0004224055390962,0.0007293337902712,0.0013036126380881,0.00141543978364,0.0034194614785,0.00104990118339232,0.0066460215302,0.0280251451924
"1BSO15",0.959337254,0.000271067878,7.52372341938e-05,0.001031055182332,8.789851428e-05,0.03109820712,0.00013245352798,0.0001162267093,7.054789028e-05,0.002137917935832,2.716182704e-05,0.0001651867064216,2.05383617e-05,9.8119569674e-06,4.2868915434e-06,7.26532941062e-05,1.446207805312e-05,0.000107007330056,4.99583385252e-05,5.5178897128e-05,0.00018056304668,1.8167420548e-06,0.00031858890738,6.3844424216e-05,0.0001939024434424,0.000533246011764,0.001495848344432,0.000126801705376,0.0009107600663604,7.37473977928e-05,0.0001513225955,0.00021320397892074,3.02045089928e-05,0.0002290034138,0.0001113485538,6.1003564476e-05,9.039565282e-05,2.6023821003812e-05,9.63246662352e-06,0.000294671413448
"1D1RIC",0.0007971467694,0.000705771526,0.002056292232,0.000801219922,0.002364323552,0.0002109628796,0.00234567781,0.003079948946,0.004909503552,0.1450451562,0.002193495145,0.01303864152,0.2248081072,0.0287913352,0.010672231528,0.168582445381,0.00472173659,0.006638953252,0.1570177682,0.09814013216,0.0013420697748,0.00017784602174,8.5551124648e-05,0.004832787642,0.00014851300946,0.000796156871,0.0032433189604,0.02521531034,0.004984083692,0.00029728769282,0.00110554758,0.0004722526666,0.00060543561,0.000315141596,0.000628401308,0.00013526534086,0.0011019465928,0.001358227914,0.0257116779,0.05052228568
"1GCRV9",3.399988274e-07,7.5843740034e-07,2.21632829766e-08,5.575063536e-08,5.0076706148e-09,1.042831804e-08,9.193325082e-09,1.3366639556e-08,3.1425360348e-08,9.4127886971886e-07,9.13808822e-08,1.3198667812e-08,2.75341096181e-06,3.2393963629389e-06,1.375411893408e-07,3.672849996016e-06,9.6606894226276e-06,0.00010523752600902,2.39919258303148e-06,0.00012402735388314,4.10051557138e-07,2.6719574901e-09,3.18832045488e-07,1.0992652837e-06,5.9842797352e-09,1.0265225314008e-06,1.0528630952e-08,2.5224412884e-08,2.60285823324e-05,1.2493664882e-07,1.3356106852e-07,5.82561710494e-07,1.3081412687746e-06,1.992025628e-08,4.1656649994e-08,1.53619308076e-06,1.41282332352e-07,6.1483837667e-07,0.999709534,3.5886145563552e-06
"1HI3FM",0.0066474698882,0.0012571589369,0.006207216073,0.00016421679652,0.001267917241,0.0001021809054164,0.000158096578994,9.431925286e-05,0.0025648467071,0.00122466693708,0.1366397667808,0.24578263444,0.3877770534,0.00024739319586,0.0001456509928784,3.517421604e-05,0.000576349962,4.80747791e-05,0.0263445823648,0.0030638632938,0.000150672139246192,3.572590478736e-05,0.00011112738824,7.35909558448e-05,0.0013579255868786,0.000522918177846,0.0001740996337864,0.1657029661414,4.716477244e-06,7.731998620374e-05,0.000483167844202,0.000778544681816,0.00026987995356,5.286353326e-05,0.0050005068383712,0.002468592696822,0.00041820212746566,0.000182184678876,9.2266417692e-05,0.001694122350824
"1HNVY4",0.0001227266564,0.0008825418522,0.001208337324,0.0004222043222,0.06543031634,0.000474926944,0.001282189552,0.0021123765816,0.00326304817,0.001556074306272,0.14204686416,0.00088237046712,0.001655771288,0.19487224,0.057905434344,0.01445409906144,9.244571887e-05,0.00026175165714,0.0020057357,0.003465869952,0.007601488886,0.00360318369878,0.048476657522,0.009200656492,0.0151502403,0.00013214981164,0.011147529068,0.02541640998,0.0122137110006,0.00445009026,0.001035486522,0.089348853,0.017623837288,0.02751313926,0.1813385327,0.003165113068,0.0419496594,0.0046712341,0.00046443587964,0.0011002629126
"1HWOEA",0.000281977240648,0.00015399107126,0.0009471145358,0.0001596595418,0.00022486718202,0.00047410319526,0.00101496144024,0.00022188102316,0.000154428490908,0.0019829008692,0.001130307399454,0.00030226361744,0.000203055117,0.004594265397,0.00213646453726,0.058666760116,0.00930332365552,0.000769459088054,0.016213294275,0.032928794,0.003201496648,0.00386286903464,0.0303572655742,0.19791613037,0.0008139678774,0.00012471276522,0.001579867992,0.0046299528056,0.2103260017528,0.004827281333776,0.00321979699336,0.2902991308,0.061037090488,0.00266479845874,0.0052688700954,0.0073878367612,0.036004831234,0.0003353828652,0.00170448817,0.0025742822688
"1JUMAD",2.2953246676e-05,6.95323684e-05,2.6519242392e-05,3.962635712e-05,0.0003317376097,0.00028423273444,9.96090224e-05,7.966219364e-06,8.261793708e-06,0.000610301497272,0.003597790844,1.2317327234e-05,0.00023879823176,0.001096867462,0.0002848753564,0.2219318202,0.5239321514,0.007336255278,0.0001623896496,0.14729444464,6.0867674688e-05,1.584208768e-05,0.00062824923922,0.005830101138,3.0362696e-05,8.7514808528e-05,3.0911868032e-05,0.00026115922886,0.00027069348636,0.00212982675686,0.055051613532,0.0002233409016,0.0046476267606,3.352303648e-06,2.4659693348e-05,0.000183661187868,0.00012555988002,0.0050167377354,0.00738292158,0.010606566505
"1L0595",0.001536459765,0.0002492338056,0.00164058877054,2.59721552e-05,0.00078978612132,0.001338316376,0.0012438278982,0.0001652072639,0.0008362783,0.0006267538606,0.00936152392,0.0002102588154,0.005433025348,0.0318937864,0.00371541080688,0.0196828286,0.0002581052986,0.000231573515,0.00489788224,0.01128150158,0.0753936072,0.009851953014,0.037640003168,0.07630716228,0.00251655405,0.0046841832604,0.0018744764636,0.00081943567154,0.0049209569724,0.2315089206,0.273577672,0.0027870593152,0.03565467866,0.00077564425438,0.0004212102674,0.04324801786404,0.0953015088,0.002658611343,0.000348330202,0.004291707894
"1LFXRC",1.10956656886e-05,0.00014477685702134,3.2675553158094e-06,2.1210229175e-06,1.644642896e-07,5.30410589008e-05,3.82572644135e-05,0.000662289811924,0.996630866,0.000592005605404,2.9836135108e-08,0.00154244586970008,3.94139292991e-08,6.42272040344e-07,1.9675867925e-07,8.161748057734e-08,5.4235502670742e-05,4.8207444781e-05,6.353944897e-09,1.735152403326e-08,7.233555814e-09,2.364659722954e-06,1.522220443714e-07,8.2929689474e-09,1.79821560502e-06,1.5333678167712e-05,1.14810190114e-06,1.6181798885816e-05,2.7922531952e-07,1.3316952508e-08,2.9058497764e-08,4.73219386366e-05,2.528254033467e-08,1.5179550636e-05,0.00011550462281788,7.00857395e-08,5.28438554966e-08,2.30457945258e-07,1.57765851922e-07,3.40175864e-07
